Postcode,Gemeente,Hoofdgemeente,Begindatum geldigheid,Einddatum geldigheid,INS Code
8800,Roeselare,Roeselare,01/01/1900,31/12/9999,36015
8800,Rumbeke,Roeselare,01/01/1900,31/12/9999,36015
8810,Lichtervelde,Lichtervelde,01/01/1900,31/12/9999,36011
8820,Torhout,Torhout,01/01/1900,31/12/9999,31033
8830,Gits,Hooglede,01/01/1900,31/12/9999,36006
8830,Hooglede,Hooglede,01/01/1900,31/12/9999,36006
8840,Oostnieuwkerke,Staden,01/01/1900,31/12/9999,36019
8840,Staden,Staden,01/01/1900,31/12/9999,36019
8840,Westrozebeke,Staden,01/01/1900,31/12/9999,36019
8850,Ardooie,Ardooie,01/01/1900,31/12/9999,37020
8851,Koolskamp,Ardooie,01/01/1900,31/12/9999,37020
8860,Lendelede,Lendelede,01/01/1900,31/12/9999,34025
8870,Emelgem,Izegem,01/01/1900,31/12/9999,36008
8870,Izegem,Izegem,01/01/1900,31/12/9999,36008
8870,Kachtem,Izegem,01/01/1900,31/12/9999,36008
8880,Ledegem,Ledegem,01/01/1900,31/12/9999,36010
8880,Rollegem-Kapelle,Ledegem,01/01/1900,31/12/9999,36010
8880,Sint-Eloois-Winkel,Ledegem,01/01/1900,31/12/9999,36010
8890,Dadizele,Moorslede,01/01/1900,31/12/9999,36012
8890,Moorslede,Moorslede,01/01/1900,31/12/9999,36012
8900,Brielen,Ieper,01/01/1900,31/12/9999,33011
8900,Dikkebus,Ieper,01/01/1900,31/12/9999,33011
8900,Ieper,Ieper,01/01/1900,31/12/9999,33011
8900,Sint-Jan,Ieper,01/01/1900,31/12/9999,33011
8902,Hollebeke,Ieper,01/01/1900,31/12/9999,33011
8902,Voormezele,Ieper,01/01/1900,31/12/9999,33011
8902,Zillebeke,Ieper,01/01/1900,31/12/9999,33011
8904,Boezinge,Ieper,01/01/1900,31/12/9999,33011
8904,Zuidschote,Ieper,01/01/1900,31/12/9999,33011
8906,Elverdinge,Ieper,01/01/1900,31/12/9999,33011
8908,Vlamertinge,Ieper,01/01/1900,31/12/9999,33011
8920,Bikschote,Langemark-Poelkapelle,01/01/1900,31/12/9999,33040
8920,Langemark,Langemark-Poelkapelle,01/01/1900,31/12/9999,33040
8920,Langemark-Poelkapelle,Langemark-Poelkapelle,01/01/1900,31/12/9999,33040
8920,Poelkapelle,Langemark-Poelkapelle,01/01/1900,31/12/9999,33040
8930,Lauwe,Menen,01/01/1900,31/12/9999,34027
8930,Menen,Menen,01/01/1900,31/12/9999,34027
8930,Rekkem,Menen,01/01/1900,31/12/9999,34027
8940,Geluwe,Wervik,01/01/1900,31/12/9999,33029
8940,Wervik,Wervik,01/01/1900,31/12/9999,33029
8950,Heuvelland,Heuvelland,01/01/1900,31/12/9999,33039
8950,Nieuwkerke,Heuvelland,01/01/1900,31/12/9999,33039
8951,Dranouter,Heuvelland,01/01/1900,31/12/9999,33039
8952,Wulvergem,Heuvelland,01/01/1900,31/12/9999,33039
8953,Wijtschate,Heuvelland,01/01/1900,31/12/9999,33039
8954,Westouter,Heuvelland,01/01/1900,31/12/9999,33039
8956,Kemmel,Heuvelland,01/01/1900,31/12/9999,33039
8957,Mesen,Mesen,01/01/1900,31/12/9999,33016
8958,Loker,Heuvelland,01/01/1900,31/12/9999,33039
8970,Poperinge,Poperinge,01/01/1900,31/12/9999,33021
8970,Reningelst,Poperinge,01/01/1900,31/12/9999,33021
8972,Krombeke,Poperinge,01/01/1900,31/12/9999,33021
8972,Proven,Poperinge,01/01/1900,31/12/9999,33021
8972,Roesbrugge-Haringe,Poperinge,01/01/1900,31/12/9999,33021
8978,Watou,Poperinge,01/01/1900,31/12/9999,33021
8980,Beselare,Zonnebeke,01/01/1900,31/12/9999,33037
8980,Geluveld,Zonnebeke,01/01/1900,31/12/9999,33037
8980,Passendale,Zonnebeke,01/01/1900,31/12/9999,33037
8980,Zandvoorde (Zonnebeke),Zonnebeke,01/01/1900,31/12/9999,33037
8980,Zonnebeke,Zonnebeke,01/01/1900,31/12/9999,33037
9000,Gent,Gent,01/01/1900,31/12/9999,44021
9030,Mariakerke (Gent),Gent,01/01/1900,31/12/9999,44021
9031,Drongen,Gent,01/01/1900,31/12/9999,44021
9032,Wondelgem,Gent,01/01/1900,31/12/9999,44021
9040,Sint-Amandsberg (Gent),Gent,01/01/1900,31/12/9999,44021
9041,Oostakker,Gent,01/01/1900,31/12/9999,44021
9042,Desteldonk,Gent,01/01/1900,31/12/9999,44021
9042,Mendonk,Gent,01/01/1900,31/12/9999,44021
9042,Sint-Kruis-Winkel,Gent,01/01/1900,31/12/9999,44021
9050,Gentbrugge,Gent,01/01/1900,31/12/9999,44021
9050,Ledeberg (Gent),Gent,01/01/1900,31/12/9999,44021
9051,Afsnee,Gent,01/01/1900,31/12/9999,44021
9051,Sint-Denijs-Westrem,Gent,01/01/1900,31/12/9999,44021
9052,Zwijnaarde,Gent,01/01/1900,31/12/9999,44021
9060,Zelzate,Zelzate,01/01/1900,31/12/9999,43018
9070,Destelbergen,Destelbergen,01/01/1900,31/12/9999,44013
9070,Heusden (O.-Vl.),Destelbergen,01/01/1900,31/12/9999,44013
9080,Beervelde,Lochristi,01/01/1900,31/12/9999,44034
9080,Lochristi,Lochristi,01/01/1900,31/12/9999,44034
9080,Zaffelare,Lochristi,01/01/1900,31/12/9999,44034
9080,Zeveneken,Lochristi,01/01/1900,31/12/9999,44034
9090,Gontrode,Melle,01/01/1900,31/12/9999,44040
9090,Melle,Melle,01/01/1900,31/12/9999,44040
9100,Nieuwkerken-Waas,Sint-Niklaas,01/01/1900,31/12/9999,46021
9100,Sint-Niklaas,Sint-Niklaas,01/01/1900,31/12/9999,46021
9111,Belsele (Sint-Niklaas),Sint-Niklaas,01/01/1900,31/12/9999,46021
9112,Sinaai-Waas,Sint-Niklaas,01/01/1900,31/12/9999,46021
9120,Beveren-Waas,Beveren-Waas,01/01/1900,31/12/9999,46003
9120,Haasdonk,Beveren-Waas,01/01/1900,31/12/9999,46003
9120,Kallo (Beveren-Waas),Beveren-Waas,01/01/1900,31/12/9999,46003
9120,Melsele,Beveren-Waas,01/01/1900,31/12/9999,46003
9120,Vrasene,Beveren-Waas,01/01/1900,31/12/9999,46003
9130,Doel,Beveren-Waas,01/01/1900,31/12/9999,46003
9130,Kallo (Kieldrecht),Beveren-Waas,01/01/1900,31/12/9999,46003
9130,Kieldrecht (Beveren),Beveren-Waas,01/01/1900,31/12/9999,46003
9130,Verrebroek,Beveren-Waas,01/01/1900,31/12/9999,46003
9140,Elversele,Temse,01/01/1900,31/12/9999,46025
9140,Steendorp,Temse,01/01/1900,31/12/9999,46025
9140,Temse,Temse,01/01/1900,31/12/9999,46025
9140,Tielrode,Temse,01/01/1900,31/12/9999,46025
9150,Bazel,Kruibeke,01/01/1900,31/12/9999,46013
9150,Kruibeke,Kruibeke,01/01/1900,31/12/9999,46013
9150,Rupelmonde,Kruibeke,01/01/1900,31/12/9999,46013
9160,Daknam,Lokeren,01/01/1900,31/12/9999,46014
9160,Eksaarde,Lokeren,01/01/1900,31/12/9999,46014
9160,Lokeren,Lokeren,01/01/1900,31/12/9999,46014
9170,De Klinge,Sint-Gillis-Waas,01/01/1900,31/12/9999,46020
9170,Meerdonk,Sint-Gillis-Waas,01/01/1900,31/12/9999,46020
9170,Sint-Gillis-Waas,Sint-Gillis-Waas,01/01/1900,31/12/9999,46020
9170,Sint-Pauwels,Sint-Gillis-Waas,01/01/1900,31/12/9999,46020
9180,Moerbeke-Waas,Moerbeke-Waas,01/01/1900,31/12/9999,44045
9185,Wachtebeke,Wachtebeke,01/01/1900,31/12/9999,44073
9190,Kemzeke,Stekene,01/01/1900,31/12/9999,46024
9190,Stekene,Stekene,01/01/1900,31/12/9999,46024
9200,Appels,Dendermonde,01/01/1900,31/12/9999,42006
9200,Baasrode,Dendermonde,01/01/1900,31/12/9999,42006
9200,Dendermonde,Dendermonde,01/01/1900,31/12/9999,42006
9200,Grembergen,Dendermonde,01/01/1900,31/12/9999,42006
9200,Mespelare,Dendermonde,01/01/1900,31/12/9999,42006
9200,Oudegem,Dendermonde,01/01/1900,31/12/9999,42006
9200,Schoonaarde,Dendermonde,01/01/1900,31/12/9999,42006
9200,Sint-Gillis-bij-Dendermonde,Dendermonde,01/01/1900,31/12/9999,42006
9220,Hamme (O.-Vl.),Hamme (O.-Vl.),01/01/1900,31/12/9999,42008
9220,Moerzeke,Hamme (O.-Vl.),01/01/1900,31/12/9999,42008
9230,Massemen,Wetteren,01/01/1900,31/12/9999,42025
9230,Westrem,Wetteren,01/01/1900,31/12/9999,42025
9230,Wetteren,Wetteren,01/01/1900,31/12/9999,42025
9240,Zele,Zele,01/01/1900,31/12/9999,42028
9250,Waasmunster,Waasmunster,01/01/1900,31/12/9999,42023
9255,Buggenhout,Buggenhout,01/01/1900,31/12/9999,42004
9255,Opdorp,Buggenhout,01/01/1900,31/12/9999,42004
9260,Schellebelle,Wichelen,01/01/1900,31/12/9999,42026
9260,Serskamp,Wichelen,01/01/1900,31/12/9999,42026
9260,Wichelen,Wichelen,01/01/1900,31/12/9999,42026
9270,Kalken,Laarne,01/01/1900,31/12/9999,42010
9270,Laarne,Laarne,01/01/1900,31/12/9999,42010
9280,Denderbelle,Lebbeke,01/01/1900,31/12/9999,42011
9280,Lebbeke,Lebbeke,01/01/1900,31/12/9999,42011
9280,Wieze,Lebbeke,01/01/1900,31/12/9999,42011
9290,Berlare,Berlare,01/01/1900,31/12/9999,42003
9290,Overmere,Berlare,01/01/1900,31/12/9999,42003
9290,Uitbergen,Berlare,01/01/1900,31/12/9999,42003
9300,Aalst,Aalst,01/01/1900,31/12/9999,41002
9308,Gijzegem,Aalst,01/01/1900,31/12/9999,41002
9308,Hofstade (O.-Vl.),Aalst,01/01/1900,31/12/9999,41002
9310,Baardegem,Aalst,01/01/1900,31/12/9999,41002
9310,Herdersem,Aalst,01/01/1900,31/12/9999,41002
9310,Meldert (O.-Vl.),Aalst,01/01/1900,31/12/9999,41002
9310,Moorsel,Aalst,01/01/1900,31/12/9999,41002
9320,Erembodegem (Aalst),Aalst,01/01/1900,31/12/9999,41002
9320,Nieuwerkerken (Aalst),Aalst,01/01/1900,31/12/9999,41002
9340,Impe,Lede,01/01/1900,31/12/9999,41034
9340,Lede,Lede,01/01/1900,31/12/9999,41034
9340,Oordegem,Lede,01/01/1900,31/12/9999,41034
9340,Smetlede,Lede,01/01/1900,31/12/9999,41034
9340,Wanzele,Lede,01/01/1900,31/12/9999,41034
9400,Appelterre-Eichem,Ninove,01/01/1900,31/12/9999,41048
9400,Denderwindeke,Ninove,01/01/1900,31/12/9999,41048
9400,Lieferinge,Ninove,01/01/1900,31/12/9999,41048
9400,Nederhasselt,Ninove,01/01/1900,31/12/9999,41048
9400,Ninove,Ninove,01/01/1900,31/12/9999,41048
9400,Okegem,Ninove,01/01/1900,31/12/9999,41048
9400,Voorde,Ninove,01/01/1900,31/12/9999,41048
9401,Pollare,Ninove,01/01/1900,31/12/9999,41048
9402,Meerbeke,Ninove,01/01/1900,31/12/9999,41048
9403,Neigem,Ninove,01/01/1900,31/12/9999,41048
9404,Aspelare,Ninove,01/01/1900,31/12/9999,41048
9406,Outer,Ninove,01/01/1900,31/12/9999,41048
9420,Aaigem,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Bambrugge,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Burst,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Erondegem,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Erpe,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Erpe-Mere,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Mere,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Ottergem,Erpe-Mere,01/01/1900,31/12/9999,41082
9420,Vlekkem,Erpe-Mere,01/01/1900,31/12/9999,41082
9450,Denderhoutem,Haaltert,01/01/1900,31/12/9999,41024
9450,Haaltert,Haaltert,01/01/1900,31/12/9999,41024
9450,Heldergem,Haaltert,01/01/1900,31/12/9999,41024
9451,Kerksken,Haaltert,01/01/1900,31/12/9999,41024
9470,Denderleeuw,Denderleeuw,01/01/1900,31/12/9999,41011
9472,Iddergem,Denderleeuw,01/01/1900,31/12/9999,41011
9473,Welle,Denderleeuw,01/01/1900,31/12/9999,41011
9500,Geraardsbergen,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Goeferdinge,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Moerbeke,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Nederboelare,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Onkerzele,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Ophasselt,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Overboelare,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Viane,Geraardsbergen,01/01/1900,31/12/9999,41018
9500,Zarlardinge,Geraardsbergen,01/01/1900,31/12/9999,41018
9506,Grimminge,Geraardsbergen,01/01/1900,31/12/9999,41018
9506,Idegem,Geraardsbergen,01/01/1900,31/12/9999,41018
9506,Nieuwenhove,Geraardsbergen,01/01/1900,31/12/9999,41018
9506,Schendelbeke,Geraardsbergen,01/01/1900,31/12/9999,41018
9506,Smeerebbe-Vloerzegem,Geraardsbergen,01/01/1900,31/12/9999,41018
9506,Waarbeke,Geraardsbergen,01/01/1900,31/12/9999,41018
9506,Zandbergen,Geraardsbergen,01/01/1900,31/12/9999,41018
9520,Bavegem,Sint-Lievens-Houtem,01/01/1900,31/12/9999,41063
9520,Sint-Lievens-Houtem,Sint-Lievens-Houtem,01/01/1900,31/12/9999,41063
9520,Vlierzele,Sint-Lievens-Houtem,01/01/1900,31/12/9999,41063
9520,Zonnegem,Sint-Lievens-Houtem,01/01/1900,31/12/9999,41063
9521,Letterhoutem,Sint-Lievens-Houtem,01/01/1900,31/12/9999,41063
9550,Herzele,Herzele,01/01/1900,31/12/9999,41027
9550,Hillegem,Herzele,01/01/1900,31/12/9999,41027
9550,Sint-Antelinks,Herzele,01/01/1900,31/12/9999,41027
9550,Sint-Lievens-Esse,Herzele,01/01/1900,31/12/9999,41027
9550,Steenhuize-Wijnhuize,Herzele,01/01/1900,31/12/9999,41027
9550,Woubrechtegem,Herzele,01/01/1900,31/12/9999,41027
9551,Ressegem,Herzele,01/01/1900,31/12/9999,41027
9552,Borsbeke,Herzele,01/01/1900,31/12/9999,41027
9570,Deftinge,Lierde,01/01/1900,31/12/9999,45063
9570,Lierde,Lierde,01/01/1900,31/12/9999,45063
9570,Sint-Maria-Lierde,Lierde,01/01/1900,31/12/9999,45063
9571,Hemelveerdegem,Lierde,01/01/1900,31/12/9999,45063
9572,Sint-Martens-Lierde,Lierde,01/01/1900,31/12/9999,45063
9600,Ronse,Ronse,01/01/1900,31/12/9999,45041
9620,Elene,Zottegem,01/01/1900,31/12/9999,41081
9620,Erwetegem,Zottegem,01/01/1900,31/12/9999,41081
9620,Godveerdegem,Zottegem,01/01/1900,31/12/9999,41081
9620,Grotenberge,Zottegem,01/01/1900,31/12/9999,41081
9620,Leeuwergem,Zottegem,01/01/1900,31/12/9999,41081
9620,Oombergen (Zottegem),Zottegem,01/01/1900,31/12/9999,41081
9620,Sint-Goriks-Oudenhove,Zottegem,01/01/1900,31/12/9999,41081
9620,Sint-Maria-Oudenhove (Zott.),Zottegem,01/01/1900,31/12/9999,41081
9620,Strijpen,Zottegem,01/01/1900,31/12/9999,41081
9620,Velzeke-Ruddershove,Zottegem,01/01/1900,31/12/9999,41081
9620,Zottegem,Zottegem,01/01/1900,31/12/9999,41081
9630,Beerlegem,Zwalm,01/01/1900,31/12/9999,45065
9630,Dikkele,Zwalm,01/01/1900,31/12/9999,45065
9630,Hundelgem,Zwalm,01/01/1900,31/12/9999,45065
9630,Meilegem,Zwalm,01/01/1900,31/12/9999,45065
9630,Munkzwalm,Zwalm,01/01/1900,31/12/9999,45065
9630,Paulatem,Zwalm,01/01/1900,31/12/9999,45065
9630,Roborst,Zwalm,01/01/1900,31/12/9999,45065
9630,Rozebeke,Zwalm,01/01/1900,31/12/9999,45065
9630,Sint-Blasius-Boekel,Zwalm,01/01/1900,31/12/9999,45065
9630,Sint-Denijs-Boekel,Zwalm,01/01/1900,31/12/9999,45065
9630,Sint-Maria-Latem,Zwalm,01/01/1900,31/12/9999,45065
9630,Zwalm,Zwalm,01/01/1900,31/12/9999,45065
9636,Nederzwalm-Hermelgem,Zwalm,01/01/1900,31/12/9999,45065
9660,Brakel,Brakel,01/01/1900,31/12/9999,45059
9660,Elst,Brakel,01/01/1900,31/12/9999,45059
9660,Everbeek,Brakel,01/01/1900,31/12/9999,45059
9660,Michelbeke,Brakel,01/01/1900,31/12/9999,45059
9660,Nederbrakel,Brakel,01/01/1900,31/12/9999,45059
9660,Opbrakel,Brakel,01/01/1900,31/12/9999,45059
9660,Sint-Maria-Oudenhove (Brak.),Brakel,01/01/1900,31/12/2008,45059
9660,Zegelsem,Brakel,01/01/1900,31/12/9999,45059
9661,Parike,Brakel,01/01/1900,31/12/9999,45059
9667,Horebeke,Horebeke,01/01/1900,31/12/9999,45062
9667,Sint-Kornelis-Horebeke,Horebeke,01/01/1900,31/12/9999,45062
9667,Sint-Maria-Horebeke,Horebeke,01/01/1900,31/12/9999,45062
9680,Etikhove,Maarkedal,01/01/1900,31/12/9999,45064
9680,Maarke-Kerkem,Maarkedal,01/01/1900,31/12/9999,45064
9680,Maarkedal,Maarkedal,01/01/1900,31/12/9999,45064
9681,Nukerke,Maarkedal,01/01/1900,31/12/9999,45064
9688,Schorisse,Maarkedal,01/01/1900,31/12/9999,45064
9690,Berchem (O.-Vl.),Kluisbergen,01/01/1900,31/12/9999,45060
9690,Kluisbergen,Kluisbergen,01/01/1900,31/12/9999,45060
9690,Kwaremont,Kluisbergen,01/01/1900,31/12/9999,45060
9690,Ruien,Kluisbergen,01/01/1900,31/12/9999,45060
9690,Zulzeke,Kluisbergen,01/01/1900,31/12/9999,45060
9700,Bevere,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Edelare,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Eine,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Ename,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Heurne,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Leupegem,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Mater,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Melden,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Mullem,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Nederename,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Oudenaarde,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Volkegem,Oudenaarde,01/01/1900,31/12/9999,45035
9700,Welden,Oudenaarde,01/01/1900,31/12/9999,45035
9750,Huise,Zingem,01/01/1900,31/12/9999,45057
9750,Ouwegem,Zingem,01/01/1900,31/12/9999,45057
9750,Zingem,Zingem,01/01/1900,31/12/9999,45057
9770,Kruishoutem,Kruishoutem,01/01/1900,31/12/9999,45017
9771,Nokere,Kruishoutem,01/01/1900,31/12/9999,45017
9772,Wannegem-Lede,Kruishoutem,01/01/1900,31/12/9999,45017
9790,Elsegem,Wortegem-Petegem,01/01/1900,31/12/9999,45061
9790,Moregem,Wortegem-Petegem,01/01/1900,31/12/9999,45061
9790,Ooike (Wortegem-Petegem),Wortegem-Petegem,01/01/1900,31/12/9999,45061
9790,Petegem-aan-de-Schelde,Wortegem-Petegem,01/01/1900,31/12/9999,45061
9790,Wortegem,Wortegem-Petegem,01/01/1900,31/12/9999,45061
9790,Wortegem-Petegem,Wortegem-Petegem,01/01/1900,31/12/9999,45061
9800,Astene,Deinze,01/01/1900,31/12/9999,44011
9800,Bachte-Maria-Leerne,Deinze,01/01/1900,31/12/9999,44011
9800,Deinze,Deinze,01/01/1900,31/12/9999,44011
9800,Gottem,Deinze,01/01/1900,31/12/9999,44011
9800,Grammene,Deinze,01/01/1900,31/12/9999,44011
9800,Meigem,Deinze,01/01/1900,31/12/9999,44011
9800,Petegem-aan-de-Leie,Deinze,01/01/1900,31/12/9999,44011
9800,Sint-Martens-Leerne,Deinze,01/01/1900,31/12/9999,44011
9800,Vinkt,Deinze,01/01/1900,31/12/9999,44011
9800,Wontergem,Deinze,01/01/1900,31/12/9999,44011
9800,Zeveren,Deinze,01/01/1900,31/12/9999,44011
9810,Eke,Nazareth,01/01/1900,31/12/9999,44048
9810,Nazareth,Nazareth,01/01/1900,31/12/9999,44048
9820,Bottelare,Merelbeke,01/01/1900,31/12/9999,44043
9820,Lemberge,Merelbeke,01/01/1900,31/12/9999,44043
9820,Melsen,Merelbeke,01/01/1900,31/12/9999,44043
9820,Merelbeke,Merelbeke,01/01/1900,31/12/9999,44043
9820,Munte,Merelbeke,01/01/1900,31/12/9999,44043
9820,Schelderode,Merelbeke,01/01/1900,31/12/9999,44043
9830,Sint-Martens-Latem,Sint-Martens-Latem,01/01/1900,31/12/9999,44064
9831,Deurle,Sint-Martens-Latem,01/01/1900,31/12/9999,44064
9840,De Pinte,De Pinte,01/01/1900,31/12/9999,44012
9840,Zevergem,De Pinte,01/01/1900,31/12/9999,44012
9850,Hansbeke,Nevele,01/01/1900,31/12/9999,44049
9850,Landegem,Nevele,01/01/1900,31/12/9999,44049
9850,Merendree,Nevele,01/01/1900,31/12/9999,44049
9850,Nevele,Nevele,01/01/1900,31/12/9999,44049
9850,Poesele,Nevele,01/01/1900,31/12/9999,44049
9850,Vosselare,Nevele,01/01/1900,31/12/9999,44049
9860,Balegem,Oosterzele,01/01/1900,31/12/9999,44052
9860,Gijzenzele,Oosterzele,01/01/1900,31/12/9999,44052
9860,Landskouter,Oosterzele,01/01/1900,31/12/9999,44052
9860,Moortsele,Oosterzele,01/01/1900,31/12/9999,44052
9860,Oosterzele,Oosterzele,01/01/1900,31/12/9999,44052
9860,Scheldewindeke,Oosterzele,01/01/1900,31/12/9999,44052
9870,Machelen (O.-Vl.),Zulte,01/01/1900,31/12/9999,44081
9870,Olsene,Zulte,01/01/1900,31/12/9999,44081
9870,Zulte,Zulte,01/01/1900,31/12/9999,44081
9880,Aalter,Aalter,01/01/1900,31/12/9999,44001
9880,Lotenhulle,Aalter,01/01/1900,31/12/9999,44001
9880,Poeke,Aalter,01/01/1900,31/12/9999,44001
9881,Bellem,Aalter,01/01/1900,31/12/9999,44001
9890,Asper,Gavere,01/01/1900,31/12/9999,44020
9890,Baaigem,Gavere,01/01/1900,31/12/9999,44020
9890,Dikkelvenne,Gavere,01/01/1900,31/12/9999,44020
9890,Gavere,Gavere,01/01/1900,31/12/9999,44020
9890,Semmerzake,Gavere,01/01/1900,31/12/9999,44020
9890,Vurste,Gavere,01/01/1900,31/12/9999,44020
9900,Eeklo,Eeklo,01/01/1900,31/12/9999,43005
9910,Knesselare,Knesselare,01/01/1900,31/12/9999,44029
9910,Ursel,Knesselare,01/01/1900,31/12/9999,44036
9920,Lovendegem,Lovendegem,01/01/1900,31/12/9999,44036
9921,Vinderhoute,Lovendegem,01/01/1900,31/12/9999,44036
9930,Zomergem,Zomergem,01/01/1900,31/12/9999,44080
9931,Oostwinkel,Zomergem,01/01/1900,31/12/9999,44080
9932,Ronsele,Zomergem,01/01/1900,31/12/9999,44080
9940,Ertvelde,Evergem,01/01/1900,31/12/9999,44019
9940,Evergem,Evergem,01/01/1900,31/12/9999,44019
9940,Kluizen,Evergem,01/01/1900,31/12/9999,44019
9940,Sleidinge,Evergem,01/01/1900,31/12/9999,44019
9950,Waarschoot,Waarschoot,01/01/1900,31/12/9999,44072
9960,Assenede,Assenede,01/01/1900,31/12/9999,43002
9961,Boekhoute,Assenede,01/01/1900,31/12/9999,43002
9968,Bassevelde,Assenede,01/01/1900,31/12/9999,43002
9968,Oosteeklo,Assenede,01/01/1900,31/12/9999,43002
9970,Kaprijke,Kaprijke,01/01/1900,31/12/9999,43007
9971,Lembeke,Kaprijke,01/01/1900,31/12/9999,43007
9980,Sint-Laureins,Sint-Laureins,01/01/1900,31/12/9999,43014
9981,Sint-Margriete,Sint-Laureins,01/01/1900,31/12/9999,43014
9982,Sint-Jan-in-Eremo,Sint-Laureins,01/01/1900,31/12/9999,43014
9988,Waterland-Oudeman,Sint-Laureins,01/01/1900,31/12/9999,43014
9988,Watervliet,Sint-Laureins,01/01/1900,31/12/9999,43014
9990,Maldegem,Maldegem,01/01/1900,31/12/9999,43010
9991,Adegem,Maldegem,01/01/1900,31/12/9999,43010
9992,Middelburg,Maldegem,01/01/1900,31/12/9999,43010
